UrusanPemerintahan,Organisasi,KodeRekening,Uraian,Jumlah
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.253 Kelurahan Menteng Dalam - JAKSEL,1.20 253 61 001,Penyelenggaran Operasional Kelurahan Menteng Dalam,460.981.577
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.253 Kelurahan Menteng Dalam - JAKSEL,1.20 253 61 002,Penyediaan Jasa TALI dan IPAL (12 Bulan),241.951.800
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.253 Kelurahan Menteng Dalam - JAKSEL,1.20 253 61 003,Penatausahaan Kelurahan Menteng Dalam,59.996.765
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.253 Kelurahan Menteng Dalam - JAKSEL,1.20 253 63 002,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,48.332.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 00 000 5,BELANJA DAERAH,6.566.949.286
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 27 001,Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Tebet Barat PHL Kebersihan Ketertiban Kesehatan,229.987.066
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 27 002,Pelaksanaan Kerja Bakti,84.970.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 27 003,Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Tebet Barat,423.565.540
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 27 004,Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Tebet Barat,145.097.898
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 27 005,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Tebet Barat,190.000.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 27 006,"Penyediaan Operasional RT, RW dan LMK",1.547.250.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 27 007,Penyelenggaraan Tugas dan Fungsi Kelurahan Tebet Barat,321.430.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 27 008,Pelaksanaan Penertiban Kelurahan Tebet Barat,21.160.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 27 009,Penyediaan Jasa TALI dan IPAL (12 Bulan),233.200.008
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 27 011,Penatausahaan Kelurahan Tebet Barat,24.997.780
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 27 012,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan,116.360.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 27 013,Penanggulangan Bencana Kelurahan Tebet Barat,81.879.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 27 014,Dukungan Pelaksanaan Penanganan Segera di Kelurahan,2.447.450.520
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 27 015,Penyelenggaran Operasional Kelurahan Tebet Barat,444.941.424
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 27 016,Bimtek dan Pendataan Dasawisma,199.729.500
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.254 Kelurahan Tebet Barat - JAKSEL,1.20 254 27 017,Pemberian Makanan Tambahan (PMT),54.930.550
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 00 000 5,BELANJA DAERAH,6.763.707.518
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 01 008,Penyelenggaraan Tugas dan Fungsi Kelurahan Tebet Timur,194.934.500
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 01 009,Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kelurahan Tebet Timur,84.480.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 01 010,Penyelenggaran Operasional Kelurahan Tebet Timur,464.999.380
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 01 011,Penyediaan Jasa TALI dan IPAL (12 Bulan),240.904.800
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 01 012,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,44.959.987
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 01 013,Penatausahaan Kelurahan Tebet Timur,129.980.645
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 01 014,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan,64.917.500
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 01 015,Penanggulangan Bencana Kelurahan Tebet Timur,134.991.446
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 01 016,Dukungan Pelaksanaan Penanganan Segera di Kelurahan,2.132.141.298
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 27 001,Pelaksanaan Kerja Bakti,337.003.200
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 27 002,Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Tebet Timur PHL Kebersihan Ketertiban Kesehatan,109.980.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 27 003,Pengadaan sarana dan Prasarana Kelurahan Tebet Timur,59.840.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 27 004,Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Tebet Timur,290.181.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 27 005,Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Tebet Timur,210.196.360
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 27 006,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Tebet Timur,457.990.837
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 27 007,"Penyediaan Operasional RT, RW dan LMK",1.680.979.525
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 27 008,Bimtek dan Pendataan Dasawisma,70.325.240
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.255 Kelurahan Tebet Timur - JAKSEL,1.20 255 27 009,Pemberian Makanan Tambahan (PMT),54.901.800
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 00 000 5,BELANJA DAERAH,7.619.470.504
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 01 013,Penatausahaan Kelurahan Kebon Baru,23.981.800
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 27 001,Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Kebon Baru PHL Kebersihan Ketertiban Kesehatan,249.835.934
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 27 002,Pelaksanaan Kerja Bakti,350.527.550
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 27 003,Pengadaan sarana dan Prasarana Kelurahan Kelurahan Kebon Baru,145.588.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 27 004,Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Kebon Baru,426.950.750
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 27 005,Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Kebon Baru,49.731.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 27 006,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Kebon Baru,144.735.500
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 27 007,"Penyediaan Operasional RT, RW dan LMK",2.280.600.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 27 008,Penyelenggaraan Tugas dan Fungsi Kelurahan Kebon Baru,206.100.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 27 009,Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kelurahan Kebon Baru,132.984.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 27 010,Dukungan Pelaksanaan Penanganan Segera di Kelurahan,2.438.811.706
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 27 011,Penyelenggaran Operasional Kelurahan Kebon Baru,489.777.764
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 27 012,Penyediaan Jasa TALI dan IPAL (12 Bulan),245.970.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 27 013,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,47.731.200
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 27 014,Penanggulangan Bencana Kelurahan Kebon Baru,142.894.400
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 27 015,Bimtek dan Pendataan Dasawisma,188.294.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.256 Kelurahan Kebon Baru - JAKSEL,1.20 256 27 016,Pemberian Makanan Tambahan (PMT),54.956.900
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 00 000 5,BELANJA DAERAH,8.268.274.481
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 001,Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Bukit Duri PHL Kebersihan Ketertiban Kesehatan,604.897.199
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 003,Pelaksanaan Kerja Bakti,150.000.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 004,Pengadaan sarana dan Prasarana Kelurahan Kelurahan Bukit Duri,239.999.777
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 005,Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Bukit Duri,164.941.480
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 006,Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Bukit Duri,535.498.590
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 007,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Bukit Duri,374.964.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 008,"Penyediaan Operasional RT, RW dan LMK",2.179.200.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 009,Penyelenggaraan Tugas dan Fungsi Kelurahan Bukit Duri,333.976.658
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 010,Pelaksanaan Penertiban Kelurahan Bukit Duri,152.906.290
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 011,Penyelenggaran Operasional Kelurahan Bukit Duri,374.988.495
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 012,Penyediaan Jasa TALI dan IPAL (12 Bulan),285.345.600
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 013,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,44.745.600
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 014,Penatausahaan Kelurahan Bukit Duri,153.972.897
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 015,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan,165.469.600
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 016,Dukungan Pelaksanaan Penanganan Segera di Kelurahan,2.290.488.555
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 017,Bimtek dan Pendataan Dasawisma,161.978.600
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.257 Kelurahan Bukit Duri - JAKSEL,1.20 257 27 018,Pemberian Makanan Tambahan (PMT),54.901.140
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.258 Kelurahan Manggarai Selatan - JAKSEL,1.20 258 00 000 5,BELANJA DAERAH,6.970.716.505
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.258 Kelurahan Manggarai Selatan - JAKSEL,1.20 258 01 018,Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Manggarai Selatan PHL Kebersihan Ketertiban Kesehatan,154.802.361
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.258 Kelurahan Manggarai Selatan - JAKSEL,1.20 258 27 001,Pelaksanaan Kerja Bakti,182.270.200
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.258 Kelurahan Manggarai Selatan - JAKSEL,1.20 258 27 002,Pengadaan sarana dan Prasarana Kelurahan Manggarai Selatan,156.786.454
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.258 Kelurahan Manggarai Selatan - JAKSEL,1.20 258 27 003,Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Manggarai Selatan,366.895.715
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.258 Kelurahan Manggarai Selatan - JAKSEL,1.20 258 27 004,Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Manggarai Selatan,140.542.050
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.258 Kelurahan Manggarai Selatan - JAKSEL,1.20 258 27 005,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Manggarai Selatan,231.998.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.258 Kelurahan Manggarai Selatan - JAKSEL,1.20 258 27 006,"Penyediaan Operasional RT, RW dan LMK",1.851.178.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.258 Kelurahan Manggarai Selatan - JAKSEL,1.20 258 27 007,Penyelenggaraan Tugas dan Fungsi Kelurahan Manggarai Selatan,513.380.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.258 Kelurahan Manggarai Selatan - JAKSEL,1.20 258 27 008,Pelaksanaan Penertiban Kelurahan Manggarai Selatan,39.812.500
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.258 Kelurahan Manggarai Selatan - JAKSEL,1.20 258 27 009,Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kelurahan Manggarai Selatan,111.822.500
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.258 Kelurahan Manggarai Selatan - JAKSEL,1.20 258 27 010,Penyelenggaran Operasional Kelurahan Manggarai Selatan,390.419.372
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.258 Kelurahan Manggarai Selatan - JAKSEL,1.20 258 27 011,Penyediaan Jasa TALI dan IPAL (12 Bulan),242.933.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.258 Kelurahan Manggarai Selatan - JAKSEL,1.20 258 27 012,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,47.377.000
1.20 Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,1.20.258 Kelurahan Manggarai Selatan - JAKSEL,1.20 258 27 013,Penatausahaan Kelurahan Manggarai Selatan,69.781.482
